1.01531	1.01531	1.01531	1.01531	1.01531	1.01531	1.01531	1.01531	1.01531	
0.539284	0.539284	0.539284	0.539284	0.539284	0.539284	0.539284	0.539284	0.539284	
3.90538	3.90538	3.90538	3.90538	3.90538	3.90538	3.90538	3.90538	3.90538	
1.80593	1.80593	1.80593	1.80593	1.80593	1.80593	1.80593	1.80593	1.80593	
1.02387	1.02387	1.02387	1.02387	1.02387	1.02387	1.02387	1.02387	1.02387	
0.0193441	0.0193441	0.0193441	0.0193441	0.0193441	0.0193441	0.0193441	0.0193441	0.0193441	
1.51312	1.51312	1.51312	1.51312	1.51312	1.51312	1.51312	1.51312	1.51312	
0.173307	0.173307	0.173307	0.173307	0.173307	0.173307	0.173307	0.173307	0.173307	
0.00087947	0.00087947	0.00087947	0.00087947	0.00087947	0.00087947	0.00087947	0.00087947	0.00087947	
3.55645e-005	3.55645e-005	3.55645e-005	3.55645e-005	3.55645e-005	3.55645e-005	3.55645e-005	3.55645e-005	3.55645e-005	
1.39395e-006	1.39395e-006	1.39395e-006	1.39395e-006	1.39395e-006	1.39395e-006	1.39395e-006	1.39395e-006	1.39395e-006	
-8.19569e-007	-8.19569e-007	-8.19569e-007	-8.19569e-007	-8.19569e-007	-8.19569e-007	-8.19569e-007	-8.19569e-007	-8.19569e-007	
-0.000283467	-0.000283467	-0.000283467	-0.000283467	-0.000283467	-0.000283467	-0.000283467	-0.000283467	-0.000283467	
-3.11701e-007	-3.11701e-007	-3.11701e-007	-3.11701e-007	-3.11701e-007	-3.11701e-007	-3.11701e-007	-3.11701e-007	-3.11701e-007	
0	0	0	0	0	0	0	0	0	
0.24481	0.24481	0.24481	0.24481	0.24481	0.24481	0.24481	0.24481	0.24481	
0.390792	0.390792	0.390792	0.390792	0.390792	0.390792	0.390792	0.390792	0.390792	
0.326448	0.326448	0.326448	0.326448	0.326448	0.326448	0.326448	0.326448	0.326448	
0.941811	0.941811	0.941811	0.941811	0.941811	0.941811	0.941811	0.941811	0.941811	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0.847258	0.847258	0.847258	0.847258	0.847258	0.847258	0.847258	0.847258	0.847258	
0	0	0	0	0	0	0	0	0	
0.0102041	0.0102041	0.0102041	0.0102041	0.0102041	0.0102041	0.0102041	0.0102041	0.0102041	
0.013074	0.013074	0.013074	0.013074	0.013074	0.013074	0.013074	0.013074	0.013074	
0.00350765	0.00350765	0.00350765	0.00350765	0.00350765	0.00350765	0.00350765	0.00350765	0.00350765	
0.00510204	0.00510204	0.00510204	0.00510204	0.00510204	0.00510204	0.00510204	0.00510204	0.00510204	
0.00318878	0.00318878	0.00318878	0.00318878	0.00318878	0.00318878	0.00318878	0.00318878	0.00318878	
